0	5.009954394107986e-05
1	3.8953039267197625e-05
2	0.00014509666320581058
3	3.447986646206609e-05
4	6.613733318694211e-05
5	4.571142275314243e-05
6	3.215583894245155e-05
7	3.641737762525847e-05
8	3.5890672747878114e-05
9	4.183013804006543e-05
10	5.113214323294139e-05
11	4.232803481135589e-05
12	3.838937342691872e-05
13	5.1153818754854506e-05
14	5.750689279260589e-05
15	4.6983357723612065e-05
16	5.956488374477683e-05
17	8.98398933014267e-05
18	4.72793554176476e-05
19	6.552404271195282e-05
20	0.0001687904927908553
21	5.832510005653793e-05
22	4.014527684180659e-05
23	4.051770524161533e-05
24	5.578549282121482e-05
25	1.9887217300493955e-05
26	2.5562833913237058e-05
27	2.019434904886195e-05
28	4.363770697404729e-05
29	2.3740684089005596e-05
30	5.374813500914445e-05
31	3.755044477978134e-05
32	6.786490025364564e-05
33	2.7795171193357756e-05
34	5.6723126997775556e-05
35	2.4996878869472528e-05
36	5.43210220452958e-05
37	3.721724209819642e-05
38	6.76930913159498e-05
39	4.798616806662312e-05
40	0.00018326033698570318
41	4.327036492149307e-05
42	7.890084642635387e-05
43	3.202005221801609e-05
44	7.080362429439116e-05
45	4.094293396689392e-05
46	4.0441495958023424e-05
47	3.696640504503655e-05
48	3.3798257972011934e-05
49	3.774472342656881e-05
50	4.830009346377207e-05
51	4.2202135683520775e-05
52	6.529986832907187e-05
53	5.771855369913857e-05
54	5.741795324194673e-05
55	3.2120837050110605e-05
56	4.815641416785097e-05
57	6.295927705537375e-05
58	8.756420764923921e-05
59	3.621566476006766e-05
60	3.2045325656303724e-05
61	6.382806335115815e-05
62	5.258417302582201e-05
63	3.4339723462286997e-05
64	6.94729666647605e-05
65	2.804525765225578e-05
66	3.420335346014608e-05
67	9.00709514285159e-05
68	2.544832201069989e-05
69	3.158128573975969e-05
70	8.54701603692022e-05
71	6.27274879089099e-05
72	3.204362904850308e-05
73	5.5242398586866296e-05
74	3.568168522029538e-05
75	4.1087039004481904e-05
76	3.8641474130062195e-05
77	2.707600324735223e-05
78	4.546221317253624e-05
79	6.65928352733005e-05
80	5.846410168915299e-05
81	5.1213143466925384e-05
82	4.9676403136938366e-05
83	6.752754679940308e-05
84	3.8178098510407486e-05
85	4.022395910916447e-05
86	1.97489153181397e-05
