13671	2
25783	260
19090	2
17348	8
19825	6
17960	3
19635	4
11589	7
13844	1
10630	90
14888	1
26645	411
10555	13
26486	11
18965	2
13597	14
13126	2
29900	511
18832	11
29718	6
20932	7
16480	9
17798	9
15642	220
19966	11
13562	9
14729	2
26322	34
16321	4
25602	3
14418	2
10749	64
28051	2
15152	40
11476	11
11186	17
12870	1
27863	3
16328	2
29840	24
12194	10
16781	63
19046	9
10640	11
14979	3
25818	67
20754	4
19002	9
29087	2
20439	8
27963	1
28306	14
10672	12
13894	1
28121	6
15258	7
11913	7
17002	117
17815	9
18037	1013
25535	10
17297	7
27116	11
20869	13
12349	5
28155	6
18745	2
14125	347
12258	2
11505	12
17378	4
17169	3
16440	7
29050	3
26778	1
20787	869
28147	2
13940	53
20240	2
29451	1
27603	26
10803	3
12290	11
26696	13
20912	11
20927	10
15375	168
14872	2
19330	5
18714	2
20115	22
29160	2
25878	336
20900	2
12667	2
29016	1
27297	42
28408	2
20776	1
14561	51
10989	1
20857	511
20412	1
27872	13
19950	2
12630	18
26331	17
12849	7
19074	31
13630	2
15683	544
16933	12
20543	7
18542	1
29667	92
19031	1
26648	127
28750	4
11572	2
18110	2
20365	63
16611	51
16011	133
28168	9
27384	8
12129	9
16375	55
28726	1
16362	16
16859	27
17421	20
16641	14
16433	8
13319	14
13463	5
16071	12
17326	6
19954	4
20926	27
17206	28
19349	22
10662	3
29122	16
11086	6
27327	3
18879	107
27131	2
25779	17
26500	7
29219	5
20099	6
26511	10
29352	11
13498	5
27579	2
11375	217
17871	2
29037	11
17546	10
12110	14
14978	5
17370	77
20876	1
13181	5
15686	1
11011	221
18728	3
11641	468
25820	17
29068	2
11706	12
11711	5
29625	4
13314	9
19181	2
15170	80
19925	2
10698	28
26873	2
14101	4
13788	7
11313	7
12868	6
26704	14
19251	19
20105	1
12053	82
14175	1
11975	499
27295	2
28153	55
27313	6
27802	128
15536	10
14185	5
28496	10
29706	1
27149	126
19656	13
10538	12
26906	7
11249	23
16023	4
18847	4
29363	13
27879	16
26773	17
11796	42
29540	13
16911	12
10916	6
28478	134
12526	2
11894	10
11559	3
18271	37
11016	1
10827	22
20266	13
14312	11
29964	3
29043	23
13653	1
18375	10
20040	1
12180	4
13723	15
27220	3
25593	4
28601	50
27631	6
25966	2
27212	15
16508	8
19505	4
28146	1
28380	2
17806	40
28593	2
26329	22
20396	8
14626	13
29426	3
27665	12
27704	2
11285	22
28661	16
28009	29
20810	8
19050	2
29585	7
18042	25
10652	104
10930	10
17185	14
14426	8
27799	16
10788	2
18907	78
16060	5
13131	12
10849	5
27329	80
14703	3
17020	4
26072	2
29681	2
26183	82
19426	9
15900	7
10576	12
10600	17
13250	4
28703	9
18480	1
27658	28
27163	3
27920	2
18755	2
11908	336
11116	2
13887	5
16602	1
28174	4
12617	2
27629	4
18068	6
11781	8
16046	2
26756	3
27108	3
10982	2
15528	10
12510	3
12989	3
26885	11
11144	10
15596	14
26807	10
18508	12
12777	9
28641	2
28373	4
12920	12
18497	1
11439	10
11372	46
13142	3
20103	45
11739	7
12017	6
13466	6
13363	10
19096	2
16876	10
19052	29
18928	10
27638	3
15282	4
25599	30
14753	5
13676	4
10966	23
27161	6
12007	7
11686	6
11638	30
27062	3
19180	34
17174	2
13009	13
29312	5
28776	1
14928	26
16303	32
16649	9
13169	6
20524	6
20167	12
27546	1
29477	131
17394	3
18351	26
14771	2
29201	14
15801	7
17725	6
19437	4
26632	87
15120	13
19131	6
11467	6
11120	1
12387	10
29123	41
10536	4
28060	53
28795	10
20139	1
11738	5
25503	35
18810	6
17979	2
27977	6
28061	6
25845	15
12351	4
12032	4
11967	2
15204	4
18826	9
11402	2
13763	2
16373	6
26851	4
20383	1
17918	2
12490	12
17905	10
27928	3
27740	2
18256	321
12835	11
14846	2
28329	76
27081	3
12208	62
11137	18
28274	4
28133	65
26338	39
20601	2
10732	3
15187	25
25837	16
26028	21
11341	32
19669	3
25926	69
27353	4
16979	23
29906	5
29805	9
18035	13
18601	13
20301	14
28069	10
13988	4
26736	2
26583	10
16169	2
14629	1
19754	3
14681	2
28284	43
18007	2
12631	1
20486	21
28558	2
19519	54
25616	9
14228	21
25770	9
18936	36
17192	2
14673	1
18637	1
27027	191
25615	2
12013	48
20198	3
13186	13
17458	4
19645	4
19713	92
12274	6
15341	4
13724	9
26118	1
10834	28
17994	1
12207	1
12081	2
12899	8
15399	4
20723	1
20991	14
11921	25
29526	13
27778	6
20551	9
26164	6
11871	94
17888	11
12185	4
14699	9
11347	18
15126	10
11552	9
16436	15
13029	3
14294	3
28943	9
12493	2
18782	2
25564	6
16606	1
14912	14
18927	16
10825	3
20016	4
14632	1
10597	3
16374	4
12659	2
18707	4
18261	11
12328	50
25729	5
16664	12
26119	2
19808	2
15361	18
27818	11
29241	5
18270	11
26408	4
27096	2
28261	9
29852	8
16615	3
15406	62
18797	2
26726	15
18858	8
18725	7
15934	9
11405	2
26438	15
29584	3
29645	2
11390	1
17323	20
16001	2
29415	2
13297	373
26729	2
20759	2
26980	1
12879	32
26667	6
10615	1
12972	4
16100	64
26603	8
14838	8
17909	5
12508	5
11583	20
18556	6
27395	2
18502	2
29505	49
17244	1
12968	17
28454	1
10811	2
27649	7
28905	8
26992	6
29883	66
27406	9
17844	46
26607	2
13124	160
13773	8
17795	20
18538	3
28085	65
20453	5
20682	13
29077	14
17150	3
16404	12
25711	3
11228	6
18884	2
15478	4
20833	5
20656	6
16773	3
20582	2
29239	1
20321	1
15194	6
19743	9
